brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,RAM_GB,battery_mAh,primary_camera_MP
Sony,Xperia Z1s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 4(1700/2100)| 17(700),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 80 kbps,Up to 236.8 kbps,2014  January,Available. Released 2014  January,145.7 x 73.9 x 8.6 mm (5.74 x 2.91 x 0.34 in),162,5.71,Micro-SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~64.0% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.3 (Jelly Bean)| planned upgrade to 5.1 (Lollipop),Quad-core 2.2 GHz Krait 400,Qualcomm MSM8974 Snapdragon 800,Adreno 330,microSD  up to 64 GB (dedicated slot),32 GB,2 GB RAM,20.7 MP| autofocus| LED flash,2 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host; magnetic connector,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Black,260,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-z1s-ofic.jpg,2,3000,20
Sony,Xperia Z1 Compact,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 107 kbps,Up to 296 kbps,2014  January,Available. Released 2014  January,127 x 64.9 x 9.5 mm (5.0 x 2.56 x 0.37 in),137,4.83,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,4.3 inches (~61.8% screen-to-body ratio),720 x 1280 pixels (~342 ppi pixel density),Android 4.3 (Jelly Bean)| upgradable to 5.1 (Lollipop),Quad-core 2.2 GHz Krait 400,Qualcomm MSM8974 Snapdragon 800,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,20.7 MP| f/2.0| autofocus| LED flash| ,2 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host; magnetic connector,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2300 mAh battery,Black| White| Pink| Lime,320,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-z1-compact-new.jpg,2,2300,20
Sony,Xperia Z1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1700 / 1900 / 2100 - all versions,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 20(800) - C6903| C6943,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 107 kbps,Up to 296 kbps,2013  September,Available. Released 2013  September,144 x 74 x 8.5 mm (5.67 x 2.91 x 0.33 in),170,6,Micro-SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~64.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.2 (Jelly Bean)| upgradable to 5.1 (Lollipop),Quad-core 2.2 GHz Krait 400,Qualcomm MSM8974 Snapdragon 800,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,20.7 MP| f/2.0| 27mm| autofocus| LED flash| ,2 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host; magnetic connector,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Black| White| Purple,330,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-z1-ofic.jpg,2,3000,20
Sony,Xperia Z Ultra,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1700 / 1900 / 2100 - all versions,LTE band 1(2100)| 2(1900)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 17(700) - C6806,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 107 kbps,Up to 296 kbps,2013  June,Available. Released 2013  July,179.4 x 92.2 x 6.5 mm (7.06 x 3.63 x 0.26 in),212,7.48,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,6.4 inches (~68.3% screen-to-body ratio),1080 x 1920 pixels (~344 ppi pixel density),Android 4.2 (Jelly Bean)| upgradable to 5.1 (Lollipop),Quad-core 2.2 GHz Krait 400,Qualcomm MSM8274 or MSM8974 Snapdragon 800,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,8 MP| f/2.4| autofocus| ,2 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3050 mAh battery,Black| White| Purple,280,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-z-ultra.jpg,2,3050,8
Sony,Xperia C,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,Not Available,HSPA 42.2/11.5 Mbps,Up to 85.6 kbps,Up to 237 kbps,2013  June,Available. Released 2013  July,141.5 x 74.2 x 8.9 mm (5.57 x 2.92 x 0.35 in),153,5.4,Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,5.0 inches (~65.6% screen-to-body ratio),540 x 960 pixels (~220 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| f/2.6| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS,Not Available,Stereo FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Ion 2390 mAh battery,Black| White| Purple,220,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-c.jpg,1,2390,8
Sony,Xperia M,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 900 / 2100 - C1905| C2005,Not Available,HSPA 21.1/5.76 Mbps,Up to 86 kbps,Up to 237 kbps,2013  June,Available. Released 2013  August,124 x 62 x 9.3 mm (4.88 x 2.44 x 0.37 in),115,4.06,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.0 inches (~57.3% screen-to-body ratio),480 x 854 pixels (~245 ppi pixel density),Android 4.1 (Jelly Bean)/ 4.2.2 - C2004/C2005 models| upgradable to 4.3 (Jelly Bean),Dual-core 1.0 GHz Krait,Qualcomm Snapdragon S4 Plus MSM8227,Adreno 305,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| f/2.8| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Removable Li-Po 1750 mAh battery,Black| White| Purple| Yellow (single sim model only),130,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-m.jpg,1,1750,5
Sony,Xperia ZR,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 2100 - C5503,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - C5503,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Up to 107 kbps,Up to 296 kbps,2013  May,Available. Released 2013  June,131.3 x 67.3 x 10.5 mm (5.17 x 2.65 x 0.41 in),138,4.87,Micro-SIM,TFT capacitive touchscreen  16M colors,4.55 inches (~64.6% screen-to-body ratio),720 x 1280 pixels (~323 ppi pixel density),Android 4.1.2 (Jelly Bean)| upgradable to 5.1.1 (Lollipop),Quad-core 1.5 GHz Krait,Qualcomm APQ8064 Snapdragon S4 Pro,Adreno 320,microSD  up to 64 GB (dedicated slot),8 GB,2 GB RAM,13.1 MP| f/2.4| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass,Removable Li-Ion 2300 mAh battery,Black| White| Pink| Mint,230,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-zr.jpg,2,2300,13
Sony,Xperia L,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - C2104| C2105,HSDPA 900 / 2100 - C2105,Not Available,HSPA 21.1/5.76 Mbps,Up to 85.6 kbps,Up to 237 kbps,2013  March,Available. Released 2013  May,128.7 x 65 x 9.7 mm (5.07 x 2.56 x 0.38 in),137,4.83,Mini-SIM,TFT capacitive touchscreen  16M colors,4.3 inches (~60.9% screen-to-body ratio),480 x 854 pixels (~228 ppi pixel density),Android 4.1 (Jelly Bean)| upgradable to 4.2.2 (Jelly Bean),Dual-core 1.0 GHz Krait,Qualcomm MSM8230 Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),8 GB (5.8 GB user available),1 GB RAM,8 MP| f/2.4| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS,Yes,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1750 mAh battery,Black| White| Red,130,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-l-new.jpg,1,1750,8
Sony,Xperia SP,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 2100 - C5303,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - C5303,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Up to 86 kbps,Up to 237 kbps,2013  March,Available. Released 2013  April,130.6 x 67.1 x 10 mm (5.14 x 2.64 x 0.39 in),155,5.47,Micro-SIM,TFT capacitive touchscreen  16M colors,4.6 inches (~66.6% screen-to-body ratio),720 x 1280 pixels (~319 ppi pixel density),Android 4.1 (Jelly Bean)| upgrad&#1072;ble to 4.3 (Jelly Bean),Dual-core 1.7 GHz Krait,Qualcomm MSM8960T Snapdragon S4 Pro,Adreno 320,microSD  up to 32 GB (dedicated slot),8 GB (5.8 GB user available),1 GB RAM,8 MP| f/2.4| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2370 mAh battery,Black| White| Red,180,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia_sp.jpg,1,2370,8
Sony,Xperia Tablet Z LTE,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 - SGP321,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - SGP321,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Up to 107 kbps,Up to 296 kbps,2013  February,Available. Released 2013  May,266 x 172 x 6.9 mm (10.47 x 6.77 x 0.27 in),495,1.09,Micro-SIM,LED-backlit LCD  capacitive touchscreen  16M colors,10.1 inches (~64.7% screen-to-body ratio),1200 x 1920 pixels (~224 ppi pixel density),Android 4.1.2 (Jelly Bean)| upgradable to 5.1.1 (Lollipop),Quad-core 1.5 GHz Krait,Qualcomm APQ8064 Snapdragon S4 Pro,Adreno 320,microSD  up to 64 GB (dedicated slot)/ 32 GB (SGP351),16 GB,2 GB RAM,8.1 MP| autofocus| ,2.2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| compass,Non-removable Li-Po 6000 mAh battery,Black| White,350,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-z-new.jpg,2,6000,8
Sony,Xperia Tablet Z Wi-Fi,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2013  February,Available. Released 2013  May,266 x 172 x 6.9 mm (10.47 x 6.77 x 0.27 in),495,1.09,No,LED-backlit LCD  capacitive touchscreen  16M colors,10.1 inches (~64.7% screen-to-body ratio),1200 x 1920 pixels (~224 ppi pixel density),Android 4.1.2 (Jelly Bean)| upgradable to 5.1.1 (Lollipop),Quad-core 1.5 GHz Krait,Qualcomm APQ8064 Snapdragon 600,Adreno 320,microSD  up to 64 GB (dedicated slot),16/32 GB,2 GB RAM,8.1 MP| autofocus,2.2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS (market dependant),Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| compass,Non-removable Li-Po 6000 mAh battery,Black| White,300,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-z-new.jpg,2,6000,8
Sony,Xperia Z,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - C6602| C6603,HSDPA 850 / 900 / 2100 - C6603,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - C6603,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Up to 107 kbps,Up to 296 kbps,2013  January,Available. Released 2013  February,139 x 71 x 7.9 mm (5.47 x 2.80 x 0.31 in),146,5.15,Micro-SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~69.8% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.1.2 (Jelly Bean)| upgradable to 5.1.1 (Lollipop),Quad-core 1.5 GHz Krait,Qualcomm APQ8064 Snapdragon S4 Pro,Adreno 320,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13.1 MP| f/2.4| autofocus| LED flash| ,2.2 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2330 mAh battery,Black| White| Purple,270,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-z.jpg,2,2330,13
Sony,Xperia ZL,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900  - C6502| C6503| C6506,HSDPA 850 / 900 / 1700 / 1900 / 2100  - C6502| C6506,LTE band 1(2100)| 2(1900)| 4(1700/2100)| 5(850)| 17(700) - C6506,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Up to 70.4 kbps,Up to 236.8 kbps,2013  January,Available. Released 2013  March,131.6 x 69.3 x 9.8 mm (5.18 x 2.73 x 0.39 in),151,5.33,Micro-SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~75.6% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.1.2 (Jelly Bean)| upgradable to 5.1.1 (Lollipop),Quad-core 1.5 GHz Krait,Qualcomm APQ8064 Snapdragon S4 Pro,Adreno 320,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash| ,2 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass| barometer (C6502 only),Non-removable Li-Ion 2370 mAh  battery,Black| White| Red,260,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-zl.jpg,2,2370,13
Sony,Xperia T LTE,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 - LT30at,LTE band 4(1700/2100)| 17(700) - LT30at,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Up to 70.4 kbps,Up to 236.8 kbps,2012  October,Available. Released 2012  November,129.4 x 67.3 x 9.4 mm (5.09 x 2.65 x 0.37 in),148,5.22,Micro-SIM,TFT capacitive touchscreen  16M colors,4.55 inches (~65.5% screen-to-body ratio),720 x 1280 pixels (~323 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,1.3 MP| 720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,3.1| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 1850 mAh battery,Black| White| Silver,350,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-tl.jpg,1,1850,13
Sony,Xperia Tablet S 3G,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,Not Available,HSPA,Yes,Yes,2012  August,Available. Released 2012  October,239.8 x 174.4 x 8.8 mm (9.44 x 6.87 x 0.35 in),585,1.29,Mini-SIM,LED-backlit LCD  capacitive touchscreen  16M colors,9.4 inches (~61.3% screen-to-body ratio),800 x 1280 pixels (~161 ppi pixel density),Android 4.0.3 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,SD  up to 32 GB,16/32/64 GB,1 GB RAM,8 MP| autofocus,1 MP| 720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,3.0| A2DP,Yes with A-GPS,Not Available,No,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| compass,Non-removable Li-Ion 6000 mAh battery,Black/Silver,260,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-s-ofic.jpg,1,6000,8
Sony,Xperia Tablet S,No cellular connectivity, N/A,Not Available,Not Available,Not Available,No,No,2012  August,Available. Released 2012  September,239.8 x 174.4 x 8.8 mm (9.44 x 6.87 x 0.35 in),570,1.26,No,LED-backlit LCD  capacitive touchscreen  16M colors,9.4 inches (~61.3% screen-to-body ratio),800 x 1280 pixels (~161 ppi pixel density),Android 4.0.3 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,SD  up to 32 GB,16/32/64 GB,1 GB RAM,8 MP| autofocus| ,1 MP| 720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,3.0| A2DP,Yes,Not Available,No,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| compass,Non-removable Li-Ion 6000 mAh battery,Black/Silver,190,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-s-ofic.jpg,1,6000,8
Sony,Xperia V,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 20(800) - LT25i,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Yes,Up to 237 kbps,2012  August,Available. Released 2012  December,129 x 65 x 10.7 mm (5.08 x 2.56 x 0.42 in),120,4.23,Micro-SIM,TFT capacitive touchscreen  16M colors,4.3 inches (~60.8% screen-to-body ratio),720 x 1280 pixels (~342 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich)| upgradable to 4.3 (Jelly Bean),Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,13 MP| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass,Removable Li-Ion 1750 mAh battery,Black| White| Pink,230,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-v.jpg,1,1750,13
Sony,Xperia TX,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,Not Available,HSPA 42.2/5.76 Mbps,Up to 86 kbps,Up to 237 kbps,2012  August,Available. Released 2012  October,131 x 68.6 x 8.6 mm (5.16 x 2.70 x 0.34 in),127,4.48,Micro-SIM,TFT capacitive touchscreen  16M colors,4.55 inches (~63.5% screen-to-body ratio),720 x 1280 pixels (~323 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich)| upgrad&#1072;ble to 4.3 (Jelly Bean),Dual-core 1.5 GHz Krait,Qualcomm MSM8260A Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,1.3 MP| 720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,3.1| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass,Removable Li-Ion 1750 mAh battery,Black| White| Pink,330,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-tx.jpg,1,1750,13
Sony,Xperia T,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,Not Available,HSPA 42.2/5.76 Mbps,Up to 70.4 kbps,Up to 236.8 kbps,2012  August,Available. Released 2012  September,129.4 x 67.3 x 9.4 mm (5.09 x 2.65 x 0.37 in),139,4.9,Micro-SIM,TFT capacitive touchscreen  16M colors,4.55 inches (~65.5% screen-to-body ratio),720 x 1280 pixels (~323 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich)| upgrad&#1072;ble to 4.3 (Jelly Bean),Dual-core 1.5 GHz Krait,Qualcomm MSM8260A Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash| ,1.3 MP| 720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,3.1| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 1850 mAh battery,Black| White| Silver,230,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-t.jpg,1,1850,13
Sony,Xperia SL,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,Not Available,HSPA 14.4/5.76 Mbps,Up to 86 kbps,Up to 237 kbps,2012  August,Available. Released 2012  September,128 x 64 x 10.6 mm (5.04 x 2.52 x 0.42 in),144,5.08,Micro-SIM,LED-backlit LCD  capacitive touchscreen  16M colors,4.3 inches (~62.2% screen-to-body ratio),720 x 1280 pixels (~342 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich)| upgradeable to 4.1.2 (Jelly Bean),Dual-core 1.7 GHz Scorpion,Qualcomm MSM8260 Snapdragon S3,Adreno 220,No,32 GB,1 GB RAM,12 MP| autofocus| LED flash| ,1.3 MP| 720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,3.0| A2DP| EDR,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 1750 mAh battery,Black| White| Silver| Pink,240,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-s-ofic.jpg,1,1750,12
Sony,Xperia acro S,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,Not Available,HSPA 14.4/5.76 Mbps,Up to 86 kbps,Up to 237 kbps,2012  May,Available. Released 2012  August,126 x 66 x 11.9 mm (4.96 x 2.60 x 0.47 in),147,5.19,Mini-SIM,LED-backlit LCD  capacitive touchscreen  16M colors,4.3 inches (~61.3% screen-to-body ratio),720 x 1280 pixels (~342 ppi pixel density),Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1.2 (Jelly Bean),Dual-core 1.5 GHz Scorpion,Qualcomm MSM8260 Snapdragon S3,Adreno 220,microSD  up to 32 GB (dedicated slot),16 GB (11 GB user available),1 GB RAM,12 MP| autofocus| LED flash| ,1.3 MP| 720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot,3.0| A2DP| EDR,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 1910 mAh battery,White| Black| Pink,230,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-acro-s.jpg,1,1910,12
Sony,Xperia SX SO-05D,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100  / 800,LTE band 1(2100),HSPA 14.4/5.76 Mbps  LTE Cat2 50/25 Mbps,Up to 86 kbps,Up to 237 kbps,2012  May,Available. Released 2012  September,115 x 54 x 9.4 mm (4.53 x 2.13 x 0.37 in),95,3.35,Micro-SIM,LED-backlit LCD  capacitive touchscreen  16M colors,3.7 inches (~60.8% screen-to-body ratio),540 x 960 pixels (~298 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,3.1| A2DP,Yes with A-GPS GLONASS,Not Available,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass,Removable Li-Ion 1500 mAh battery,Black| White| Pink| Orange,220,http://cdn2.gsmarena.com/vv/bigpic/Sony-Xperia-SX-SO-05D.jpg,1,1500,8
